text,label,post_id,targets
why is it so hard to meet jewish women i know all em ain ’ t die in the holocaust,1,1204525535495368704_twitter,"[""Jewish""]"
<user> <user> yeah shiff shumer are jews leading this charade witch hunt,0,1204579714750406656_twitter,"[""Jewish""]"
<user> lol muslims hate both lgbt and jews no one questions them tho,0,1205137561368195074_twitter,"[""Arab"", ""Homosexual"", ""Islam"", ""Jewish""]"
<user> i liked kill the jews with thumbs up better,1,1205190699001536518_twitter,"[""Jewish""]"
<user> let start global nuclear war holocaust <number>,1,1205295829248020480_twitter,"[""Jewish"", ""None""]"
i am an ashkenazi jew,0,1205635400074551296_twitter,"[""Jewish""]"
<user> remember whenever you have to hire someone it has to be approved by amerikan jews first otherwise they will ruin your life,0,1205778765596332033_twitter,"[""Jewish"", ""None""]"
wishing for a white wignat christmas 🎄,0,1205929047508819974_twitter,"[""African"", ""Arab"", ""Asian"", ""Caucasian"", ""Jewish"", ""Men"", ""Women""]"
ha well it was obviously a dick move on the guy part but the uk funds antiwhite hate speech and of course mass immigration is a massive nativehobic antiwhite hate crime that unlike this tasteless joke will actually result in violence against jewish people,0,12071681_gab,"[""Jewish"", ""None"", ""Refugee""]"
what if the jews who convert to christianity kill jesus when he returns isnt that a concern for christians jews love killing jesus,0,12079360_gab,"[""Jewish"", ""Men"", ""None"", ""Women""]"
casey went fucking grammar nazi on my ass so if anyone wants her the starting bid is a piece of chocolate cake,0,1208473480099962886_twitter,"[""Jewish"", ""Other""]"
<user> yep tho is anyone surprised their defending known nazi nick fuentes,0,1209503685019131905_twitter,"[""Caucasian"", ""Jewish"", ""None""]"
<user> happy hanukkah for all jews,0,1209633146444095489_twitter,"[""Jewish"", ""Men"", ""Women""]"
i dunno where does this h <user> on j3ws come from among msian muslims like to even idolise h tler im just speechless,0,1209761827657117696_twitter,"[""Islam"", ""Jewish"", ""Men"", ""None"", ""Women""]"
looks like trump screwed us over brietbart reports daca amnesty deal reached with god cursed kike schumer pelosi that the end of trump if it true,1,12101895_gab,"[""Hispanic"", ""Jewish"", ""None"", ""Other"", ""Refugee""]"
i wish the holocaust actually killed <number> million jews that would have been awesome,1,1210998358162255874_twitter,"[""Jewish""]"
im literally not a zionist but dear lord how hard is it to just recognize that people just genuinely despise jews,0,1211444261935288320_twitter,"[""Jewish"", ""None""]"
<user> pranksters are worse than nazis,1,1213900578109018112_twitter,"[""Jewish"", ""None"", ""Other""]"
<user> <user> there are literally nazis all over all the time rigjt now throw a rock you hit a nazi,0,1214210751109447680_twitter,"[""Caucasian"", ""Jewish""]"
<user> <number> thousand people think anne frank is diarrhea sounds like sarah silverware has quite a lot of nazi friends,1,1214239272355737601_twitter,"[""Jewish"", ""None"", ""Other""]"
<user> jews will never be on the blockchain because you can not trust them,0,1214661248702390275_twitter,"[""Jewish""]"
london stan under attack again police suspect it was four old white women upset because they did not have enough recreational centers i would suspect liberalism and jews paying sand niggers but hey i do not have a degree in journalism,1,12154153_gab,"[""Arab"", ""Caucasian"", ""Islam"", ""Jewish"", ""Men"", ""Women""]"
that <number> bouncer and the boys you jumped up little nazi fag you wont see him again case closed,0,1216713290971303939_twitter,"[""Caucasian"", ""Homosexual"", ""Jewish""]"
<user> you can be in the swimming team and the holocaustef club,0,1216782157248593922_twitter,"[""Jewish"", ""None""]"
oh you mean these guys all jews vox said no jews are globalists is vox lying,0,12168663_gab,"[""Jewish""]"
<user> holocaust is a big lie there is no evidence about that holocaust_big_lie,1,1217022151112495105_twitter,"[""Jewish"", ""None""]"
you do not bible well either vox day if you did you would know faggots get fire and you would also know that jews are the enemy and you vox day are also guilty of idolatory you get the place of sulphur for your lies sorcery and schemes,0,12178459_gab,"[""Homosexual"", ""Jewish"", ""Men"", ""Women""]"
<user> that ’ as good as it didn ’ t happen but i ’ d kike some attention please,1,1218097662953754625_twitter,"[""Jewish"", ""None""]"
worst mistake ever shouldve sliced off the balls of all africans killed them just like the arabs typical christ cuck pussies why the fuck would you endanger your white stable gene pool by allowing africans to breed jews subverted your cucked religion for a reason,1,12182841_gab,"[""African"", ""Arab"", ""Jewish"", ""Women""]"
that a nifty little reversal of scripture pretty sure there are not a bunch of nazi lodges importing refugees for <number> shekels of state silver catholic churches though remove the speck of ash from thy brother eye first and then thou wilt see clearly to remove the somalian turd from thine,0,12182872_gab,"[""Jewish"", ""Men"", ""Refugee"", ""Women""]"
i have a dream that liberals will stop calling people they disagree with racists or nazis,0,1219256968549978114_twitter,"[""African"", ""Jewish"", ""None""]"
jews run the world most jews are atheists that an interesting fact dont you think,0,12203087_gab,"[""Jewish"", ""Other""]"
<user> <user> some might say it somewhat flippant to compare such an incident to the extermination of <number> million jews,0,1220505344436129792_twitter,"[""Jewish""]"
not surprising that a collectivist who wants to exterminate jews and blacks can not argue their way out of a paper bag,0,12209268_gab,"[""African"", ""Jewish"", ""None""]"
you are trying to jewsplain my identity to me my mother was greek orthodox converted i do not even think i technically am ashkenazi nor do i have antiwhite interests if you think i specifically lying to subvert white interests and should be eliminated ok but it still anti reality muted,1,12210245_gab,"[""Jewish"", ""None""]"
<user> and not just soviet jews were among the most important scientists ever since the astronomy schools of babylon,0,1224020573837238273_twitter,"[""Jewish"", ""None""]"
<user> <user> you are a muslim so you have no say on judaism,0,1227579600181628929_twitter,"[""Islam"", ""Jewish""]"
<user> <user> nah nazis are evil,0,1227745250019553282_twitter,"[""Caucasian"", ""Jewish"", ""Other""]"
<user> you want more wars for zion jews are the new nazis,0,1228560186496999425_twitter,"[""Jewish""]"
islam and antisexist parading together are like nazi and jewish together,0,12290381_gab,"[""Islam"", ""Jewish"", ""Other""]"
my mom was watching blues brothers the movie there a part where neo nazis have a rally she said to me mockingly look jews are using blacks to gang up on white people i honestly did not see what was inaccurate about that,0,12296231_gab,"[""African"", ""Caucasian"", ""Jewish""]"
btw i was kicked off twitter for accusing far left jews of supporting homosexual militancy jews are not in a conspiracy together they just assume murder me before you,0,12302055_gab,"[""Homosexual"", ""Jewish""]"
<user> <user> please adress this bernie family was killed in the holocaust this anti semite should be fired,0,1231392956516642818_twitter,"[""Jewish"", ""None""]"
use coupon code “ holocaust denial ” for <number> odd at checkout,0,1232098262267678720_twitter,"[""Jewish"", ""None""]"
study subject jew_4 projects the greatest feat of the north american kike namely that non urban usa is a hotbed of ovens shoah <number> electric boogaloo its panicky neurosis cause it to lash out at the goy claiming the opposite studying such sick pathologies is unpleasant but on i press,1,12324976_gab,"[""Jewish""]"
<user> muslims voted for <user> bjp team b and got the government they deserve,0,1232665780971376640_twitter,"[""Arab"", ""Islam"", ""Jewish"", ""None""]"
<user> soo being a nazi is perfectly ok because i get money yikes lol,0,1232998850647846915_twitter,"[""Caucasian"", ""Jewish"", ""None""]"
sharipo is a fucking jew and if you know that kike he plays his jew card everytime the shit goes down ben is a fucking liberal,1,12342840_gab,"[""Jewish""]"
an interesting sentiment but only a sentiment nonetheless trump has emboldened the grip israel has on america he has largely overlooked the jew owned federal reserve and given free reign to kike bank goldman sachs both of whom were fined billions for crashing the global economy in <number> <number> maga,1,12352960_gab,"[""Jewish"", ""Men"", ""None"", ""Women""]"
daily reminder that with the jews you lose do not believe me just ask jesus,0,12369075_gab,"[""Jewish"", ""Men"", ""Women""]"
<user> <user> why do jews constantly have this dead resentful stonefaced look about their faces,0,1237057972246724614_twitter,"[""Jewish""]"
<user> truth hurt them chinazi and lies more lies until it become truth to their lies,1,1237305222256459776_twitter,"[""Asian"", ""Jewish""]"
so white industry is bringing life you can see why the volcano demon chosen people and their various golem in their secular death cult offshoots would be appalled by this their aim is to destroy civilization and leave the earth a lunar wasteland,0,12382478_gab,"[""Jewish"", ""None""]"
whites are better than jews and arabs yeah that odin does a much better job than yhwh,1,12383837_gab,"[""Arab"", ""Caucasian"", ""Jewish""]"
i have jew relations but they are not friends zero jew friends i was raised in the south and i always point out how their retard politics made it very hard for a right wing mischling kid with a military dad raised in the south,0,12384445_gab,"[""Jewish"", ""None""]"
keverc <number> hours ago hey george i hope you enjoy hell you evil piece of shit we all know you got rich off of stealing the wealth of countless jews you helped sent to the camps for extermination ﻿,0,12410971_gab,"[""Jewish"", ""Other""]"
<user> <user> because in quran jews declared as enemy,1,1241362389301211136_twitter,"[""Islam"", ""Jewish""]"
i heard on the radio that neo nazis and white supremacists gangs were planning on deliberately spreading coronavirus to cops and jews lmao,0,1241546381539581953_twitter,"[""Jewish"", ""None""]"
jesus better run from the gang stalker real man killing nazi americans,0,1242193717131239424_twitter,"[""Caucasian"", ""Jewish"", ""None""]"
<user> <user> tell her to fuck off what the hell is she doing posing as a rabbi vile common shit bitch,1,1242862855390736385_twitter,"[""Jewish"", ""None"", ""Other"", ""Women""]"
modi is the one evil fish who is eating the muslims just because of his hatred towards muslims indiashatevirus,1,1248575708726792192_twitter,"[""Islam"", ""Jewish""]"
<user> i his jews in my closet i ’ m a hero give me a follow,0,1249008639051993090_twitter,"[""Jewish""]"
russia is a bitch of jews,1,1251189299627864064_twitter,"[""Jewish"", ""Women""]"
if the jews had more swag,0,1251975373497053185_twitter,"[""Jewish"", ""None""]"
<user> jews are the real nazis,0,1254871802058141697_twitter,"[""Jewish""]"
i did not expect something kike that holy shit i t looks so good,1,1255158746981883906_twitter,"[""Jewish"", ""None""]"
<user> <number> million jews you f****ing <censored> jerk,1,1255285704361496577_twitter,"[""Jewish"", ""None""]"
<user> people think it ’ ok to go after jews now and that could get out of hand really fast,0,1256226306393546761_twitter,"[""Jewish""]"
<user> i hate you,0,1257365940737585152_twitter,"[""Jewish"", ""None""]"
<user> hatt fir jihad islie ki jisko dekho uske against fir kar rahe hain muzzys 🥴,1,1258492694395052032_twitter,"[""Islam"", ""Jewish"", ""None"", ""Other""]"
<user> <user> thoughts on ralph being a kike,0,1258917258610515968_twitter,"[""Jewish""]"
we need to talk sbout how east asians and jews benefit from white privelege i mean no one ever complained about being pulled over for driving while yellow have they,1,12600545_gab,"[""Asian"", ""Jewish""]"
all because some scumbag capitalists refuse to pay tax looking at the damned jews,0,1260224048543469568_twitter,"[""Jewish""]"
<user> some jews are anti zionists doesnt that say alot,0,1260417250789654528_twitter,"[""Jewish""]"
interesting note to self determine which dna test the israeli government uses to test immigrants so that unfortunate mis identifications can be avoided during shoah <number> electric boogaloo,0,12621344_gab,"[""Jewish"", ""Other"", ""Refugee""]"
george washington would have had you hanged for being a cuck faggot the founders did not create the us constitution for every zipperhead jigaboo dothead kike goatfucker faggot and tranny on the planet,1,12636385_gab,"[""African"", ""Asian"", ""Homosexual"", ""Islam"", ""Jewish"", ""Other""]"
refugees are the army that the no balls jews use against all gentiles its state sponsored terrorism time to revolt or die like a woman,1,12636494_gab,"[""Jewish"", ""Refugee"", ""Women""]"
<user> <user> bs then all johnson and olafsson are jews or maybe some jews infiltrated by adopting local names,0,1264174663493537795_twitter,"[""Jewish"", ""Other""]"
jews pull the same shit on online forums close down all criticism of them and ban threaten people in sherdog i mentioned jews in a couple of posts and all of a sudden some mod is leaning on me the fucker has an illuminati avatar,0,12645369_gab,"[""Jewish"", ""Men"", ""None"", ""Women""]"
<user> <user> it the jews not europeans stop shifting blame on gentiles,0,1265280315565592579_twitter,"[""Jewish""]"
<user> it ’ d be an awful shame if nazis showed up and made things worse 🤔,0,1265503142151585792_twitter,"[""Caucasian"", ""Jewish"", ""None""]"
<user> tonight i ate kike <time>,1,1266939334772523009_twitter,"[""Jewish""]"
<user> well you killed a grammar nazi with that reply for sure,0,1266977469371944961_twitter,"[""Jewish"", ""None""]"
<user> talmud according to jews is just men commentary qur an according to muslims is literally the word of allah god we have to attack the qur an first because jews are not flying into buildings killing people plus is obvious no god would make so many mistakes as shown in qur an,1,1267057_gab,"[""Arab"", ""Islam"", ""Jewish"", ""Men""]"
<user> <user> he ’ a <number> percenter far right nazi trumper,0,1267304578967465984_twitter,"[""Jewish"", ""None"", ""Other""]"
death of jean charles de menezes jnagappan and all jews guilty of genocide must be exterminated by communism,1,1267383029229662209_twitter,"[""Jewish""]"
<user> but what do the riots have to do with fact checking the holocaust,0,1267538377844248576_twitter,"[""Jewish"", ""None"", ""Other""]"
<user> we lost ww2 the nazi came to america operation paperclip and became our cia fbi nasa all the abc agencies basically,0,1267655384241750016_twitter,"[""Caucasian"", ""Jewish"", ""None""]"
jews know the promises of the bible were written only for them and they are proud they deceived the gentiles with it,1,12678388_gab,"[""Jewish""]"
remember the jews killed jesus n if you don ’ t watch ya back they will kill you too,1,1269831703801016322_twitter,"[""Jewish""]"
jew faggot milo is king of the alt right great it not the alt right anymore,1,12711894_gab,"[""Homosexual"", ""Jewish""]"
<user> the non whites will follow wherever we go until we go somewhere that we do not let wormtongue jews in with us and hold out ground,0,1272194772539772928_twitter,"[""Jewish"", ""None""]"
muh holocaust <number> billion,0,12724221_gab,"[""Jewish"", ""Other""]"
<user> the difference between lib jews and real jews,1,1272944965732175872_twitter,"[""Jewish""]"
it going to get oh so much worse for you faux patriots fake christians pushing jew degeneracy onto our people jealous whore america belongs to us now not you millennial slut bitches go marry a jew if you have not already they love aging gentile whores,1,12731312_gab,"[""Christian"", ""Jewish""]"
i mean i consider myself white and greek and polish and jewish just explaining that guy tweet i think my opinion is what most jews believe although i guess i can not be <number> positive,0,12758693_gab,"[""Jewish""]"
<user> this is one of your more terrible takes survivors of the holocaust do not want auschwitz torn down so people remember,0,1276135409219706880_twitter,"[""Jewish"", ""None""]"
in a robotic voice israel is our greatest ally they totally do not just take billions of our tax dollars and do nothing in return but drag us into sand nigger wars dradles and yamakas are neat,1,12761562_gab,"[""Arab"", ""Islam"", ""Jewish"", ""Men"", ""None"", ""Women""]"
joke lizard people control the world look at this pic broke jews control the world and the lizard look is just how jews look woke jews control the world and are transforming into lizard people through concentrated sin sloke we are all lizards that were tricked into thinking we are apes,1,12762394_gab,"[""Jewish""]"
its not a recent muslim invasion it happened to christians in libya egypt syria and sects in ukraine there are bad jews that bring bad to themselves,0,12770766_gab,"[""Islam"", ""Jewish"", ""None""]"
hm changing the minds of whites how about a white only informal labor exchange to bind the economic social and political interests of whites otherwise you offer nothing the jew system already offers them,0,12783800_gab,"[""Jewish""]"
only nazis would charge <number> bucks for a tee shirt,0,1278412542990266368_twitter,"[""Jewish"", ""Men"", ""None"", ""Women""]"
<user> you ’ re nazi omg that you ’ re a moron,0,1278537386432004096_twitter,"[""Caucasian"", ""Jewish"", ""None""]"
we are going to kill jews unequivocally and force them breed with niggers and sand niggers and spics,1,12819333_gab,"[""African"", ""Arab"", ""Asian"", ""Hispanic"", ""Jewish""]"
i like my white skin we discovered america and built it including most inventions sorry niggers beaners and chinks,1,12828471_gab,"[""African"", ""Asian"", ""Hispanic"", ""Jewish""]"
for sure most deaths occured when leadership of camps transferred from german to uk i have not even found <number> infant mortality record from all the jewess women giving birth at the camps there is one camp the allies actually bombed and killed <number> of thousands directly,0,12833388_gab,"[""Jewish"", ""None""]"
tolerable slavs spanish italians greek hapas japanese maybe koreans chinese enemies blacks arabs south central americans mezistos mulatos indians pakis south east asians jews all ethnic even partially any mixes of these,0,12861638_gab,"[""African"", ""Arab"", ""Asian"", ""Caucasian"", ""Hindu"", ""Hispanic"", ""Jewish""]"
this is rich a streetshitter who married to a kike that works for a synagogue which supports israeli intelligence scraped some patina of testosterone from his deflated sack to call anonymous shitlords soros plants,0,12862468_gab,"[""Jewish""]"
remove all muslims and niggers and kikes from the united states of america this is the appropriate response to what these animals have been doing to human beings,1,12867041_gab,"[""African"", ""Islam"", ""Jewish""]"
i forgot to add those poor palestinian towel heads we will ask them how peaceful these so called rat jews are i do not think they will say the jew is very peaceful,1,12903965_gab,"[""Arab"", ""Jewish""]"
watch out john those rat jews love to play in with stool shit he just may take you up on that 😐,0,12904841_gab,"[""Jewish"", ""Men"", ""Women""]"
you just let the jewish media do the thinking for you bud while australia is flooded with asians and other new australians see what kind of future you have when you are a white minority,0,12918273_gab,"[""Jewish"", ""None""]"
i like how they have to specifically say non hispanic in white categories on graphs because the kikes will lump anyone in with us to make our numbers worse,1,12937490_gab,"[""Hispanic"", ""Jewish""]"
well dinesh sure as hell wasn t gonna do it i am betting at least one anon quote tweeted kike at seth of the retard laugh,1,12967418_gab,"[""Jewish"", ""None""]"
for guerilla warfafe events like lasvegasshooting is why many jews seek fame posing as conservatives on twitter and in radio shows so they can feed their followers all kinds of false talking points away from the truth after their attacks,0,12986076_gab,"[""Jewish"", ""Men"", ""Women""]"
multiple kinds of strengths modesty is one i lack you sorta have to though when i get called an ugly world destroying kike whore commenting that they have a valid point is probably unproductive,1,12994897_gab,"[""Jewish"", ""Women""]"
the only way for world peace is to get rid of all jews if you have not learned this yet just look around and see who is behind every nasty event ever after ww2 its the jews,1,13130170_gab,"[""Jewish""]"
common sense says the solution to every problem in the world is white men jews say the problem with everything in the world is white men it would seem that jews are a problem,0,13155723_gab,"[""Caucasian"", ""Jewish""]"
sad dick khan is the chief of the london muslim ghetto he first allegiance is to islam and muslims,0,13163234_gab,"[""Islam"", ""Jewish""]"
no white person should ever work for any jew not ever for any reason,1,13174721_gab,"[""Caucasian"", ""Jewish""]"
i want a huge trump nigger scandal and the jews i want people saying yeah you know trump is right – i am sick of these niggers and kikes also,1,13199345_gab,"[""African"", ""Jewish""]"
interesting do you know a lot of jewish women in real life,0,13243837_gab,"[""Jewish"", ""None"", ""Women""]"
you really think no one would care about the foibles aka sexual harassment and possibly sexual assault and rape of women if it wasn t being done by a powerful jew well shit and that why i am a feminist,0,13244426_gab,"[""Jewish"", ""None"", ""Women""]"
amusing to think that white people will never be given a referendum on expelling the jews from our nations when you think about things in such terms it becomes abundantly clear that we are expected by our governments to suffer jewish parasitism without the right to defend ourselves,0,13253575_gab,"[""Caucasian"", ""Jewish""]"
well the bible says david was a fair and ruddy boy and jesus is directly descended from the line of david so that does not sound like a nigger to me maybe you should read the bible and stop watching kike propaganda,1,13277897_gab,"[""African"", ""Caucasian"", ""Jewish""]"
hollywood is out of ideas and is now running out of money so the jews are cannibalizing each other and weinstein is the first victim that my theory anyway,0,13279887_gab,"[""Islam"", ""Jewish""]"
every jew including nyc rabbis and ortho jews insist adam and eve are not only god prototypical humans but also jews smdh,0,13295800_gab,"[""Jewish"", ""None""]"
i thought the semitic jews had the same iq as the arabs but its the non semitic ones that are high iq,1,13301890_gab,"[""Arab"", ""Islam"", ""Jewish""]"
israel needs now that their bitch usa is bankrupt and cant keep sending them 1 0 million per day and nobody wants to be in the commie eu with its extortionate membership fees and fines and profit sharing programs,0,13333981_gab,"[""Jewish"", ""None"", ""Women""]"
i am a retarded fucking jew,0,13340241_gab,"[""Jewish"", ""None""]"
jews and arabs will destroy america,1,13340926_gab,"[""Arab"", ""Caucasian"", ""Islam"", ""Jewish""]"
my mama told me it wrong to hate people so i just want you all to know i do not hate jews niggers faggots dykes fat bitch feminest cucks ragheads or illegals but i really really really fucking dislike them they should all die of ghoneria and rot in hell,1,13356904_gab,"[""African"", ""Arab"", ""Hispanic"", ""Homosexual"", ""Islam"", ""Jewish"", ""Men"", ""Refugee"", ""Women""]"
nigger kike spic chink faggot pussy cunt bitch sandnigger jap nip leaf fuck shit crap queer jews aa,1,13363113_gab,"[""African"", ""Arab"", ""Asian"", ""Hispanic"", ""Homosexual"", ""Jewish""]"
just report it the call for genocide and the posts saying he is actively planning to kill jews are all tos violations i think th support crew is overwhelmed and it ll get more attention if it gets multiple reports,0,13381604_gab,"[""Jewish"", ""None""]"
it what happens when jews and slut whores cum together,0,13383879_gab,"[""Jewish"", ""Women""]"
the pathetic part is that despite all the evidence proving the holohoax is bullshit there still faggots like you who still buy it and then cry like a bitch about people who accept the truth,0,13386470_gab,"[""Homosexual"", ""Jewish"", ""Other""]"
i must ve been lucky back in my days of chasing poon as i found jewish women to be very easy as long as i pretended to have money,0,13395977_gab,"[""Jewish"", ""Women""]"
well of course it does jews invented feminism that all jews do destroy shit they openly admit they destroy shit,1,13441981_gab,"[""Jewish"", ""Men"", ""Women""]"
sorry tom you are wrong the qur an haddiths sanction rape mohammed himself raped many women including the <number> year old aisha he was poisoned by a jewess he had raped after murdering her husband the qur an encourages the rape of unbelievers it is the religion of satan,1,13473447_gab,"[""Islam"", ""Jewish""]"
yeah but he beheaded <number> jews in one day that makes muhammad better than you,0,13482677_gab,"[""Islam"", ""Jewish"", ""Other""]"
in most countries holocaust denial will get you more time,1,13487363_gab,"[""Jewish"", ""None""]"
undocumented immigrants are true americans just like you and me we need to get rid of this divisive concept of jews the people who died in the holocaust were nazis not jews and they deserved it it does not matter about their documentation or ethnicity do not be racist,1,13488124_gab,"[""Jewish"", ""None""]"
so holocaust denial is now a crime in germany and the jews at aipac are now pushing for american laws that make it illegal to boycott israel then i say it is open season on jews once again fuck their shapeshifting perfidious seditious tribal destructive ways jewishfilth,1,13489643_gab,"[""Jewish"", ""Men"", ""Women""]"
they used to have cracker and honky now they have antiracist them to us racist us and nazi does this mean i can say nigger faggot kike sandnigger and spic again fuck you anti white scum 😬,0,13517786_gab,"[""African"", ""Arab"", ""Hispanic"", ""Homosexual"", ""Islam"", ""Jewish"", ""Men"", ""Women""]"
seems like the only purpose to christianity anymore is to ensure the annihilation of the white race via the suicidal worship of jews maga altright,0,13525359_gab,"[""Christian"", ""Jewish"", ""Men"", ""Women""]"
i am thinking of a new old social system <number> only women can own land <number> man job is to maintain and improve the land <number> only men have political power <number> niggers obey or leave <number> jews will volunteer for the ovens <number> fill in the blanks,1,13537537_gab,"[""African"", ""Jewish"", ""Men"", ""Women""]"
to do that you gota get rid of the niggers and jews spics arabs etc etc so hurry up,1,13541259_gab,"[""African"", ""Arab"", ""Hispanic"", ""Jewish""]"
the left hinges entirely on the notion that white people are obligated to share any homeland with niggers muslims jews latinos hispanics indians hindus etc asians and any other brown or black third worlders maga altright,1,13650506_gab,"[""African"", ""Arab"", ""Asian"", ""Caucasian"", ""Hindu"", ""Hispanic"", ""Islam"", ""Jewish"", ""Refugee""]"
i am sad your a nazi splains a lot,0,13652786_gab,"[""Jewish"", ""Men"", ""None"", ""Women""]"
we can not talk about violence or the zog will come for us how do you think you are going to avoid dying as your fam is raped by a pack of niggers probably gonna take violence so really what do you gain by not talking about violence then,1,13681127_gab,"[""African"", ""Jewish"", ""None""]"
i think there is a difference between white white european jews arabs may be white well some are but they are definitely not european if fully semitic,0,13682278_gab,"[""Arab"", ""Caucasian"", ""Jewish""]"
the jews and muslims grew up together and the jews gave birth to christianity catholicism and later on mormonism like a big religion family,0,13683282_gab,"[""Christian"", ""Islam"", ""Jewish"", ""None"", ""Other""]"
the patriotards who castigate us for saying the kikes need to be exterminated are too stupid to live in the real world when savage enemies are slaughtering your people only pathetic faggots wring their hands over the evil of killing them,1,13710072_gab,"[""Homosexual"", ""Jewish"", ""Men"", ""Women""]"
problem with jewish holocaust is that what really happened does not live up to expectations no gas chambers no shootings no experiments just starvation and typhus for less than <number> same shit as with every pow in history real events do not live up to hype like almost everything jews promote,0,13720526_gab,"[""Jewish""]"
all these jews trying to dox <user> on crimes that he been accused of these same jews have not said a whole lot about the crimes against women perpetrated by the left,0,13728564_gab,"[""Jewish""]"
did not he throw bricks at vietnamese people in his youth if he wants forgiveness for degenerate kike movies instead of pwning asians with bricks he might just be ourguy,1,13736732_gab,"[""Jewish"", ""Refugee""]"
i am not denying that romans physically killed jesus you are denying that the jews ordered his murder you are a lying kike,1,13789474_gab,"[""Jewish""]"
so explain why it the only aspect of history that is protected by laws in europe people go to jail for questioning any aspect of the holocaust,0,13796553_gab,"[""Jewish""]"
i wasn t aware that having a cogent message was cultish you are right we should go back to whining and asking leftists and jews but i repeat myself to kill us slower,1,13818840_gab,"[""Jewish"", ""None""]"
altright is not limited to whites those dems are also going to be pushed into embracing their white identity altright is the most reality aligned political movement and so it will become the new right and displace the uniparty,0,13818953_gab,"[""African"", ""Islam"", ""Jewish"", ""None"", ""Other""]"
my guess jews with mafia connections to cuba,0,13844176_gab,"[""Jewish""]"
benny boy is just as anti white as the rest,0,13877415_gab,"[""Caucasian"", ""Jewish"", ""None""]"
disney also made the shopkeeper gay in frozen look for when the shopkeeper says hi to his family who are in a sauna or something since eisner took over neo disney has been defiling children entertainment by pushing jewish cult marxist themes in movies and shows boycott,0,13883384_gab,"[""Homosexual"", ""Jewish"", ""Men"", ""Women""]"
i am jewish in <number> generations not one kike has been introduced into my family i am half pure aryan,1,13907983_gab,"[""Jewish""]"
i am going to build you a brother fuck the sandniggers the arabs are pigs and here you are defending them these arabs are the ones raping your precious europeans but let not blame the muslims cuz muh zionists in israel did this bitch you are a cuck,1,13908102_gab,"[""Arab"", ""Caucasian"", ""Islam"", ""Jewish"", ""Women""]"
lmao insert some attempt a insult that only works w new right kike worshipping cerno dick sucking gorilla vox pedo faggots,1,13909479_gab,"[""Homosexual"", ""Jewish"", ""Men"", ""Other"", ""Women""]"
as you wish i am not a natsoc i believe in every race right to self determination and a homeland you appear to believe jews do as well and ignore thousands of years of behavior and their talmud in the process,1,13925713_gab,"[""Jewish""]"
no kike should ever feel at home or welcome on this site,1,13927228_gab,"[""Jewish""]"
people respond to incentives esp politicians since very few congressmen ever dare vote against funding israel and willingly add more than requested what carrots and sticks have the jews set in place to ensure they get what they want hint it almost all sticks,0,13937879_gab,"[""Jewish""]"
p at least harvey weinstein only raped and assaulted the gentiles not angelina jolie or gwyneth paltrow so he still a good jew 😂,1,13979518_gab,"[""Jewish"", ""Women""]"
those are quotes directly from anti white semites so shove your fucking anti semitism up your faggot ass,0,13986097_gab,"[""Homosexual"", ""Jewish"", ""None""]"
at least harvey weinstein only raped and assaulted the gentiles not angelina jolie or gwyneth paltrow so he still a good jew spacey not a jew 😦 😊,1,13986771_gab,"[""Christian"", ""Jewish"", ""None"", ""Women""]"
leftie like her jeremy corbyn george galloway only oppose israel because they oppress brown moslem in palestine they support the israeli agenda in the west of endless holocaust propaganda hate speech laws open borders for white country only white country,1,14018206_gab,"[""Islam"", ""Jewish"", ""None""]"
insinuating that i am the retard whilst claiming to be in the alt right whilst shilling for jews and faggots nice whole new levels of retard have been achieved with this one,0,14022755_gab,"[""Homosexual"", ""Jewish"", ""Other""]"
slight correction jewish supremacism is winning wtf you think let these sand niggers into our backyard,1,14027918_gab,"[""Arab"", ""Islam"", ""Jewish""]"
the jews are less than <number> of the total world population so the only way you can be right is if all the jews are some kind of ultra wizards fyi the jews are not some kind of ultra wizards,0,14031786_gab,"[""Jewish""]"
that was the plan all along to fund train arm bring the wahabi terrorists who terrorised the levant to white countries just another part of the never ending saga of the jewish holocaust of humanity,0,14036815_gab,"[""Islam"", ""Jewish""]"
jews often appropriate white identity and culture this crypsis is often selfishly motivated deceptive in the company of the goyim we jews must always identify ourselves as jews especially when espousing political opinions on israel and the middle east wear a star of david prominently,0,14055812_gab,"[""Jewish"", ""None""]"
the british empire robbed the palestinian land for the wandering jews,0,14062473_gab,"[""Caucasian"", ""Islam"", ""Jewish"", ""Men"", ""Women""]"
upon successfully destroying europe and establishing berlin seat of european communist aka jew control while occupying israhell jews position themselves for complete takeover of us,1,14066054_gab,"[""Islam"", ""Jewish"", ""Other""]"
precisely nazi armbands are catnip to libs because as symbols they permit easy pigeonholing of the wearer and cartoonish amplification of any threat he presents in contrast iotbw is using shitlibs psy ops weaponry against them i love it,0,14175177_gab,"[""Jewish"", ""Men"", ""None"", ""Women""]"
<number> every bit of jewish origin stories in the old testament is about a horde of jews infiltrating another superior culture breeding like rats then trying to over throw said culture egypt babylon persia everywhere they went they did this,0,14192763_gab,"[""Jewish"", ""Refugee""]"
texaschurchmassacre if youre thinking jews will magically let you be rich again just voting you havent read the talmud jews grow up reading,1,14277138_gab,"[""Jewish"", ""None""]"
hey goyims my name is abraham and i just talked to god and what did he say to you that the land of the arabs belongs to me,0,14308705_gab,"[""Arab"", ""Jewish""]"
